id,clo_score_pred,severity_level,reason_text,solution_text
4880,0.165,Cao,"Đáng chú ý, Thường xuyên đến muộn >15 phút làm gián đoạn lớp",Yêu cầu ký cam kết duy trì tỷ lệ hiện diện tối thiểu
4881,0.0882,Cao,"Trong học kỳ này, Không tham gia thảo luận nhóm hoặc bài trình bày","Do đó, quy định rõ về việc nộp bài trễ và chế tài"
4882,0.0375,Cao,Thực tế cho thấy Không có nhật ký học tập hoặc theo dõi tiến độ. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO,Tổ chức buổi học bù bắt buộc và giám sát tiến độ qua LMS
4883,0.0946,Cao,Quan sát cho thấy Không xem lại nội dung sau khi nghỉ học. Hệ quả là xác suất đạt chuẩn CLO suy giảm,Cố vấn học tập gọi điện trực tiếp nhắc nhở sinh viên và theo dõi tiến độ mỗi tuần
4884,0.0612,Cao,"Ở tuần gần đây, Không phản hồi email từ giảng viên hoặc cố vấn học tập",Gửi cảnh báo sớm đến sinh viên và cố vấn học tập và theo dõi tiến độ mỗi tuần
4885,0.2124,Cao,"Đáng chú ý, Không xem lại nội dung sau khi nghỉ học. Nên được cảnh báo kịp thời trên LMS",Quy định rõ về việc nộp bài trễ và chế tài
4886,0.2247,Cao,Quan sát cho thấy Không có nhật ký học tập hoặc theo dõi tiến độ. Nên được cảnh báo kịp thời trên LMS,Phân công bạn học kèm cặp hỗ trợ theo tuần
4887,0.0529,Cao,Quan sát cho thấy Thường xuyên quên mang tài liệu học tập cần thiết. Nên được cảnh báo kịp thời trên LMS,Yêu cầu sinh viên hoàn thành bài học bù trực tuyến
4888,0.2178,Cao,Không có nhật ký học tập hoặc theo dõi tiến độ. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO,Thiết lập thông báo tự động khi tỷ lệ điểm danh < 70% và theo dõi tiến độ mỗi tuần
4889,0.1188,Cao,Nhận thấy rằng Không tham gia buổi định hướng CLO đầu kỳ. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO,Quy định rõ về việc nộp bài trễ và chế tài và theo dõi tiến độ mỗi tuần
4890,0.1028,Cao,"Theo ghi nhận, Điểm danh dưới 40% ngay trong 5 tuần đầu kỳ. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Phân tích nguyên nhân và lập lộ trình cải thiện
4891,0.1637,Cao,"Trong học kỳ này, Không tương tác với giảng viên qua LMS. Nên được cảnh báo kịp thời trên LMS",Gửi cảnh báo sớm đến sinh viên và cố vấn học tập và theo dõi tiến độ mỗi tuần
4892,0.2563,Cao,"Về cơ bản, Thiếu cam kết học tập do công việc bán thời gian. Hệ quả là xác suất đạt chuẩn CLO suy giảm",Giảng viên theo dõi riêng nhóm sinh viên nguy cơ cao và theo dõi tiến độ mỗi tuần
4893,0.1525,Cao,"Trong học kỳ này, Vắng buổi hướng dẫn đồ án và nộp trễ sản phẩm. Tác động tiêu cực tới kết quả đánh giá theo CLO",Quy định rõ về việc nộp bài trễ và chế tài
4894,0.2557,Cao,Quan sát cho thấy Vắng buổi hướng dẫn đồ án và nộp trễ sản phẩm. Hệ quả là xác suất đạt chuẩn CLO suy giảm,Yêu cầu sinh viên hoàn thành bài học bù trực tuyến
4895,0.2004,Cao,Quan sát cho thấy Thường xuyên đến muộn >15 phút làm gián đoạn lớp,Phân công bạn học kèm cặp hỗ trợ theo tuần
4896,0.207,Cao,Nhận thấy rằng Không xem lại nội dung sau khi nghỉ học. Nên được cảnh báo kịp thời trên LMS,Tổ chức buổi hướng dẫn CLO bổ sung giữa kỳ
4897,0.142,Cao,Nhận thấy rằng Không chuẩn bị nội dung trước buổi học thực hành. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO,Quy định rõ về việc nộp bài trễ và chế tài
4898,0.1247,Cao,"Ở tuần gần đây, Không tham gia kiểm tra thử CLO trước kỳ thi. Nên được cảnh báo kịp thời trên LMS",Quy định rõ về việc nộp bài trễ và chế tài và theo dõi tiến độ mỗi tuần
4899,0.1376,Cao,Nhận thấy rằng Sinh viên nghỉ học nhiều buổi liên tiếp không có lý do. Hệ quả là xác suất đạt chuẩn CLO suy giảm,Mở lại bài kiểm tra thử để luyện tập mục tiêu CLO
4900,0.1583,Cao,"Theo ghi nhận, Không hoàn thành bài tập thực hành trong 3 tuần đầu",Hệ quả là đưa vào danh sách giám sát học tập đặc biệt
4901,0.0468,Cao,"Đáng chú ý, Không phản hồi email từ giảng viên hoặc cố vấn học tập. Nên được cảnh báo kịp thời trên LMS",Bổ sung nội dung ôn tập rút gọn trước kỳ kiểm tra
4902,0.0023,Cao,"Tổng quát mà nói, Không hoàn thành bài tập thực hành trong 3 tuần đầu. Nên được cảnh báo kịp thời trên LMS","Vì vậy, yêu cầu ký cam kết duy trì tỷ lệ hiện diện tối thiểu"
4903,0.0737,Cao,Không xem lại nội dung sau khi nghỉ học,Tổ chức buổi hướng dẫn CLO bổ sung giữa kỳ và theo dõi tiến độ mỗi tuần
4904,0.0838,Cao,"Ở tuần gần đây, Thiếu cam kết học tập do công việc bán thời gian. Hệ quả là xác suất đạt chuẩn CLO suy giảm",Cố vấn học tập gọi điện trực tiếp nhắc nhở sinh viên
4905,0.2425,Cao,"Về cơ bản, Thiếu kỷ luật học tập, thường xuyên vào lớp trễ",Gửi cảnh báo sớm đến sinh viên và cố vấn học tập
4906,0.1634,Cao,"Về cơ bản, Bỏ lỡ các buổi thực hành phòng lab bắt buộc. Tác động tiêu cực tới kết quả đánh giá theo CLO","Từ đó, tổ chức phụ đạo nhóm nhỏ cho sinh viên yếu và theo dõi tiến độ mỗi tuần"
4907,0.0322,Cao,Không có nhật ký học tập hoặc theo dõi tiến độ,Yêu cầu sinh viên hoàn thành bài học bù trực tuyến
4908,0.0884,Cao,Vắng các buổi ôn tập trọng tâm trước kỳ kiểm tra. Nên được cảnh báo kịp thời trên LMS,Gửi cảnh báo sớm đến sinh viên và cố vấn học tập và theo dõi tiến độ mỗi tuần
4909,0.2393,Cao,"Đáng chú ý, Thường xuyên quên mang tài liệu học tập cần thiết. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Thiết lập thông báo tự động khi tỷ lệ điểm danh < 70%
4910,0.0462,Cao,"Tổng quát mà nói, Không phản hồi email từ giảng viên hoặc cố vấn học tập. Tác động tiêu cực tới kết quả đánh giá theo CLO",Cập nhật dữ liệu cảnh báo vào hệ thống QA
4911,0.1364,Cao,"Đáng chú ý, Vắng mặt trong buổi kiểm tra giữa kỳ. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Yêu cầu sinh viên hoàn thành bài học bù trực tuyến
4912,0.2249,Cao,"Trong học kỳ này, Không tham gia kiểm tra thử CLO trước kỳ thi","Từ đó, thiết lập thông báo tự động khi tỷ lệ điểm danh < 70% và theo dõi tiến độ mỗi tuần"
4913,0.0835,Cao,"Về cơ bản, Vắng mặt trong buổi kiểm tra giữa kỳ",Gửi cảnh báo sớm đến sinh viên và cố vấn học tập
4914,0.2564,Cao,Quan sát cho thấy Không truy cập hệ thống e-learning trong suốt học phần. Hệ quả là xác suất đạt chuẩn CLO suy giảm,Tổ chức buổi học bù bắt buộc và giám sát tiến độ qua LMS
4915,0.0305,Cao,"Theo ghi nhận, Sinh viên nghỉ học nhiều buổi liên tiếp không có lý do. Hệ quả là xác suất đạt chuẩn CLO suy giảm",Bắt buộc nộp báo cáo tự học sau mỗi buổi vắng và theo dõi tiến độ mỗi tuần
4916,0.2179,Cao,"Trong học kỳ này, Sinh viên nghỉ học nhiều buổi liên tiếp không có lý do",Mở lại bài kiểm tra thử để luyện tập mục tiêu CLO và theo dõi tiến độ mỗi tuần
4917,0.1042,Cao,"Trong học kỳ này, Thường xuyên đến muộn >15 phút làm gián đoạn lớp. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO","Vì vậy, phân công bạn học kèm cặp hỗ trợ theo tuần và theo dõi tiến độ mỗi tuần"
4918,0.0533,Cao,Quan sát cho thấy Vắng buổi hướng dẫn đồ án và nộp trễ sản phẩm,Đưa vào danh sách giám sát học tập đặc biệt
4919,0.0961,Cao,"Đáng chú ý, Không phản hồi email từ giảng viên hoặc cố vấn học tập. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Bắt buộc nộp báo cáo tự học sau mỗi buổi vắng
4920,0.1245,Cao,"Theo ghi nhận, Vắng các buổi ôn tập trọng tâm trước kỳ kiểm tra. Nên được cảnh báo kịp thời trên LMS",Bổ sung nội dung ôn tập rút gọn trước kỳ kiểm tra và theo dõi tiến độ mỗi tuần
4921,0.0628,Cao,"Trong học kỳ này, Thiếu cam kết học tập do công việc bán thời gian. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Giảng viên theo dõi riêng nhóm sinh viên nguy cơ cao và theo dõi tiến độ mỗi tuần
4922,0.1284,Cao,"Theo ghi nhận, Vắng quá 60% số buổi học dẫn đến thiếu kiến thức nền. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Yêu cầu ký cam kết duy trì tỷ lệ hiện diện tối thiểu
4923,0.1125,Cao,"Theo ghi nhận, Thường xuyên đến muộn >15 phút làm gián đoạn lớp",Hệ quả là tổ chức buổi hướng dẫn CLO bổ sung giữa kỳ
4924,0.0213,Cao,"Ở tuần gần đây, Thiếu cam kết học tập do công việc bán thời gian. Nên được cảnh báo kịp thời trên LMS",Theo dõi tiến trình khắc phục qua dashboard CLO
4925,0.0772,Cao,"Ở tuần gần đây, Không truy cập hệ thống e-learning trong suốt học phần",Yêu cầu ký cam kết duy trì tỷ lệ hiện diện tối thiểu và theo dõi tiến độ mỗi tuần
4926,0.1121,Cao,"Ở tuần gần đây, Không truy cập hệ thống e-learning trong suốt học phần. Cần can thiệp sớm để tránh không đạt CLO",Cập nhật dữ liệu cảnh báo vào hệ thống QA
4927,0.1254,Cao,"Về cơ bản, Không tham gia thảo luận nhóm hoặc bài trình bày",Đưa vào danh sách giám sát học tập đặc biệt
4928,0.0011,Cao,"Đáng chú ý, Thiếu kỹ năng tự quản lý thời gian học tập",Yêu cầu ký cam kết duy trì tỷ lệ hiện diện tối thiểu và theo dõi tiến độ mỗi tuần
4929,0.0205,Cao,"Tổng quát mà nói, Không tương tác với giảng viên qua LMS. Tác động tiêu cực tới kết quả đánh giá theo CLO",Đưa vào danh sách giám sát học tập đặc biệt
4930,0.0075,Cao,"Trong học kỳ này, Thường xuyên đến muộn >15 phút làm gián đoạn lớp. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Điều chỉnh thời khóa biểu tránh xung đột công việc
4931,0.023,Cao,Quan sát cho thấy Thường xuyên đến muộn >15 phút làm gián đoạn lớp. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO,Mở lại bài kiểm tra thử để luyện tập mục tiêu CLO
4932,0.0179,Cao,Thực tế cho thấy Vắng buổi hướng dẫn đồ án và nộp trễ sản phẩm. Nên được cảnh báo kịp thời trên LMS,Gửi cảnh báo sớm đến sinh viên và cố vấn học tập
4933,0.1579,Cao,"Đáng chú ý, Không cập nhật tiến độ học tập cá nhân. Cần can thiệp sớm để tránh không đạt CLO",Tư vấn cá nhân hóa kế hoạch học tập khắc phục
4934,0.0628,Cao,"Tổng quát mà nói, Điểm danh dưới 40% ngay trong 5 tuần đầu kỳ. Hệ quả là xác suất đạt chuẩn CLO suy giảm",Quy định rõ về việc nộp bài trễ và chế tài
4935,0.0547,Cao,"Nhận thấy rằng Thiếu kỷ luật học tập, thường xuyên vào lớp trễ",Quy định rõ về việc nộp bài trễ và chế tài
4936,0.1386,Cao,Thực tế cho thấy Không tham gia thảo luận nhóm hoặc bài trình bày,Hệ quả là cập nhật dữ liệu cảnh báo vào hệ thống QA và theo dõi tiến độ mỗi tuần
4937,0.0737,Cao,"Ở tuần gần đây, Không hoàn thành bài tập thực hành trong 3 tuần đầu. Nên được cảnh báo kịp thời trên LMS","Vì vậy, đưa vào danh sách giám sát học tập đặc biệt"
4938,0.2135,Cao,"Theo ghi nhận, Vắng mặt trong buổi kiểm tra giữa kỳ. Cần can thiệp sớm để tránh không đạt CLO",Quy định rõ về việc nộp bài trễ và chế tài
4939,0.159,Cao,Thực tế cho thấy Không nộp bất kỳ bài tập nào trong nửa đầu học phần. Tác động tiêu cực tới kết quả đánh giá theo CLO,"Từ đó, quy định rõ về việc nộp bài trễ và chế tài và theo dõi tiến độ mỗi tuần"
4940,0.0485,Cao,"Về cơ bản, Không tương tác với giảng viên qua LMS. Hệ quả là xác suất đạt chuẩn CLO suy giảm",Phân tích nguyên nhân và lập lộ trình cải thiện
4941,0.2061,Cao,"Ở tuần gần đây, Không xem lại nội dung sau khi nghỉ học. Tác động tiêu cực tới kết quả đánh giá theo CLO",Phân tích nguyên nhân và lập lộ trình cải thiện và theo dõi tiến độ mỗi tuần
4942,0.2357,Cao,Nhận thấy rằng Điểm danh dưới 40% ngay trong 5 tuần đầu kỳ. Nên được cảnh báo kịp thời trên LMS,Thiết lập thông báo tự động khi tỷ lệ điểm danh < 70% và theo dõi tiến độ mỗi tuần
4943,0.2464,Cao,"Trong học kỳ này, Điểm danh dưới 40% ngay trong 5 tuần đầu kỳ. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Hệ quả là quy định rõ về việc nộp bài trễ và chế tài
4944,0.17,Cao,Quan sát cho thấy Không chuẩn bị nội dung trước buổi học thực hành,Tổ chức buổi học bù bắt buộc và giám sát tiến độ qua LMS
4945,0.2147,Cao,"Về cơ bản, Không nộp bất kỳ bài tập nào trong nửa đầu học phần. Điều này ảnh hưởng trực tiếp tới khả năng đạt CLO",Phân công bạn học kèm cặp hỗ trợ theo tuần
4946,0.2488,Cao,"Về cơ bản, Thiếu cam kết học tập do công việc bán thời gian. Nên được cảnh báo kịp thời trên LMS",Tư vấn cá nhân hóa kế hoạch học tập khắc phục
4947,0.1095,Cao,Không có nhật ký học tập hoặc theo dõi tiến độ. Tác động tiêu cực tới kết quả đánh giá theo CLO,Đưa vào danh sách giám sát học tập đặc biệt
4948,0.1863,Cao,Quan sát cho thấy Vắng quá 60% số buổi học dẫn đến thiếu kiến thức nền. Hệ quả là xác suất đạt chuẩn CLO suy giảm,Bắt buộc nộp báo cáo tự học sau mỗi buổi vắng
