id,self_study_pred,severity_level,reason_text,solution_text
3764,0.8456,Thấp,"Trong học kỳ này, Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học","Do đó, thực hành ôn tập dạng đề tổng hợp và cập nhật tiến độ mỗi tuần"
3765,0.2996,Cao,Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp. Ảnh hưởng tới hiệu quả tự học,Tham gia nhóm học tập và đặt mục tiêu chung và cập nhật tiến độ mỗi tuần
3766,0.8229,Thấp,Có checklist hoàn thành bài tập theo tuần. Ảnh hưởng tới hiệu quả tự học,Cập nhật dashboard tiến độ công khai cho nhóm
3767,0.5653,Trung bình,Thiếu kiểm tra nhanh (quiz) để tự đánh giá,Tạo bộ flashcards dùng chung với nhóm và cập nhật tiến độ mỗi tuần
3768,0.2141,Cao,Thiếu động lực do chưa thấy liên hệ thực tiễn,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết và cập nhật tiến độ mỗi tuần
3769,0.458,Trung bình,"Trong học kỳ này, Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Ảnh hưởng tới hiệu quả tự học","Từ đó, đưa thảo luận nhóm vào lịch cố định"
3770,0.3746,Trung bình,"Trong học kỳ này, Ít liên hệ giảng viên/cố vấn để nhận phản hồi",Phân bổ lại thời lượng giữa các môn theo trọng số và cập nhật tiến độ mỗi tuần
3771,0.8044,Thấp,Tạo flashcards và ôn theo chu kỳ,Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
3772,0.8142,Thấp,Ghi chú có cấu trúc theo chương và CLO,Cập nhật dashboard tiến độ công khai cho nhóm
3773,0.1089,Cao,"Trong học kỳ này, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Ảnh hưởng tới hiệu quả tự học",Hệ quả là áp dụng Pomodoro (25/5) và tắt thông báo khi học
3774,0.7826,Thấp,Quan sát cho thấy Giảm xao nhãng bằng kỹ thuật chặn mạng xã hội. Ảnh hưởng tới hiệu quả tự học,Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
3775,0.7922,Thấp,Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học,Tối ưu thời gian bằng batch processing nhiệm vụ
3776,0.5277,Trung bình,Quan sát cho thấy Thỉnh thoảng bị gián đoạn bởi hoạt động ngoại khóa. Cần điều chỉnh thói quen học,Ghi chú Cornell và tổng hợp cuối tuần
3777,0.7248,Thấp,Thực hành bài mẫu sau mỗi chủ đề,Rèn luyện kỹ năng trình bày kiến thức đã học
3778,0.6901,Thấp,Thực tế cho thấy Có kế hoạch học theo tuần và rà soát định kỳ,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
3779,0.8425,Thấp,Tổng hợp tài liệu tham khảo cá nhân hóa. Ảnh hưởng tới hiệu quả tự học,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
3780,0.6449,Thấp,"Theo ghi nhận, Thực hành bài mẫu sau mỗi chủ đề",Rèn luyện kỹ năng trình bày kiến thức đã học
3781,0.381,Trung bình,Thực tế cho thấy Thiếu kiểm tra nhanh (quiz) để tự đánh giá. Ảnh hưởng tới hiệu quả tự học,Áp dụng Active Recall vào cuối mỗi buổi học
3782,0.5373,Trung bình,"Trong học kỳ này, Có tự học nhưng thời lượng không đều giữa các tuần. Cần điều chỉnh thói quen học",Tăng tần suất quiz ngắn để tự đánh giá
3783,0.7474,Thấp,Có kế hoạch học theo tuần và rà soát định kỳ,Bổ sung tài liệu tham khảo nâng cao
3784,0.446,Trung bình,Kế hoạch học có nhưng ít theo dõi tiến độ,Đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
3785,0.8252,Thấp,Thực hành bài mẫu sau mỗi chủ đề. Ảnh hưởng tới hiệu quả tự học,Chia sẻ phương pháp học với bạn cùng lớp
3786,0.847,Thấp,Duy trì 5–7 giờ tự học/tuần khá đều. Cần điều chỉnh thói quen học,Tăng cường vai trò trong nhóm học
3787,0.5995,Trung bình,Thực tế cho thấy Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Cần điều chỉnh thói quen học,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
3788,0.3808,Trung bình,Có tự học nhưng thời lượng không đều giữa các tuần,Áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần
3789,0.6335,Thấp,Quan sát cho thấy Sử dụng LMS thường xuyên để xem lại nội dung. Ảnh hưởng tới hiệu quả tự học,Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
3790,0.353,Trung bình,Chưa xây dựng kho tài liệu cá nhân hóa,Đưa thảo luận nhóm vào lịch cố định
3791,0.8372,Thấp,Phân bổ thời gian hợp lý giữa các môn. Ảnh hưởng tới hiệu quả tự học,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
3792,0.4519,Trung bình,"Trong học kỳ này, Thiếu kỹ thuật ghi chú và tổng hợp theo chương",Đưa thảo luận nhóm vào lịch cố định
3793,0.5112,Trung bình,"Theo ghi nhận, Sử dụng tài nguyên LMS ở mức cơ bản",Tạo bộ flashcards dùng chung với nhóm
3794,0.8463,Thấp,"Trong học kỳ này, Ghi chú có cấu trúc theo chương và CLO. Cần điều chỉnh thói quen học",Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
3795,0.35,Trung bình,"Thực tế cho thấy Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành. Cần điều chỉnh thói quen học","Do đó, chuẩn hóa checklist theo chương và theo CLO"
3796,0.4172,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương,Hệ quả là ghi chú Cornell và tổng hợp cuối tuần
3797,0.0219,Cao,"Theo ghi nhận, Thường xuyên sử dụng thiết bị số làm xao nhãng khi học",Hệ quả là mỗi buổi học phải có ghi chú và câu hỏi tổng kết
3798,0.7222,Thấp,"Theo ghi nhận, Thực hành bài mẫu sau mỗi chủ đề",Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
3799,0.8101,Thấp,Có lịch học cố định vào buổi tối. Cần điều chỉnh thói quen học,Cập nhật dashboard tiến độ công khai cho nhóm
3800,0.3837,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm. Cần điều chỉnh thói quen học,Chuẩn hóa checklist theo chương và theo CLO
3801,0.8469,Thấp,Tạo flashcards và ôn theo chu kỳ. Ảnh hưởng tới hiệu quả tự học,Tăng cường vai trò trong nhóm học
3802,0.0976,Cao,Không có nhóm học tập hoặc bạn học kèm,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
3803,0.2832,Cao,Không có nhóm học tập hoặc bạn học kèm,Tham gia nhóm học tập và đặt mục tiêu chung và cập nhật tiến độ mỗi tuần
3804,0.7031,Thấp,Sử dụng LMS thường xuyên để xem lại nội dung. Ảnh hưởng tới hiệu quả tự học,Đặt mục tiêu điểm/đề hoàn thành theo tuần
3805,0.5551,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Ảnh hưởng tới hiệu quả tự học,"Do đó, tăng tần suất quiz ngắn để tự đánh giá"
3806,0.7895,Thấp,Phân bổ thời gian hợp lý giữa các môn,"Vì vậy, làm mini-project áp dụng kiến thức"
3807,0.2084,Cao,Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp. Cần điều chỉnh thói quen học,Hệ quả là đăng ký giờ học tại thư viện/khu vực yên tĩnh
3808,0.2322,Cao,Không ghi chép và ôn lại sau mỗi buổi học. Ảnh hưởng tới hiệu quả tự học,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
3809,0.4451,Trung bình,Không đặt mốc thời gian hoàn thành từng tiểu mục. Cần điều chỉnh thói quen học,Đưa thảo luận nhóm vào lịch cố định
3810,0.4963,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản. Ảnh hưởng tới hiệu quả tự học,Chuẩn hóa checklist theo chương và theo CLO
3811,0.4143,Trung bình,"Trong học kỳ này, Ôn tập dồn trước kiểm tra, thiếu nhịp độ hằng ngày. Cần điều chỉnh thói quen học",Chuẩn hóa checklist theo chương và theo CLO
3812,0.4973,Trung bình,"Quan sát cho thấy Ôn tập dồn trước kiểm tra, thiếu nhịp độ hằng ngày",Đưa thảo luận nhóm vào lịch cố định
3813,0.5393,Trung bình,Chưa lập bảng mục tiêu theo CLO/PLO. Cần điều chỉnh thói quen học,Đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
3814,0.3422,Cao,"Trong học kỳ này, Không sử dụng tài nguyên LMS/ebook của học phần",Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
3815,0.3303,Cao,Quan sát cho thấy Thiếu động lực do chưa thấy liên hệ thực tiễn. Ảnh hưởng tới hiệu quả tự học,Sử dụng flashcards cho khái niệm trọng tâm
3816,0.1738,Cao,Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
3817,0.2545,Cao,Thực tế cho thấy Thường xuyên sử dụng thiết bị số làm xao nhãng khi học. Ảnh hưởng tới hiệu quả tự học,Tham gia nhóm học tập và đặt mục tiêu chung
3818,0.3652,Trung bình,Quan sát cho thấy Không đặt mốc thời gian hoàn thành từng tiểu mục. Ảnh hưởng tới hiệu quả tự học,Áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần
3819,0.2177,Cao,Không luyện tập bài tập mẫu và đề cũ. Cần điều chỉnh thói quen học,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết và cập nhật tiến độ mỗi tuần
3820,0.0385,Cao,"Trong học kỳ này, Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung. Ảnh hưởng tới hiệu quả tự học",Hệ quả là tham gia nhóm học tập và đặt mục tiêu chung và cập nhật tiến độ mỗi tuần
3821,0.0747,Cao,"Tập trung vào môn phụ, bỏ qua môn có CLO trọng số cao",Liên hệ giảng viên để gỡ điểm nghẽn nội dung và cập nhật tiến độ mỗi tuần
3822,0.8339,Thấp,"Theo ghi nhận, Duy trì 5–7 giờ tự học/tuần khá đều. Cần điều chỉnh thói quen học",Rèn luyện kỹ năng trình bày kiến thức đã học và cập nhật tiến độ mỗi tuần
3823,0.5574,Trung bình,Có tự học nhưng thời lượng không đều giữa các tuần. Cần điều chỉnh thói quen học,"Vì vậy, tăng tần suất quiz ngắn để tự đánh giá"
3824,0.5058,Trung bình,Quan sát cho thấy Chưa áp dụng phương pháp Pomodoro/Active Recall,Ghi chú Cornell và tổng hợp cuối tuần và cập nhật tiến độ mỗi tuần
3825,0.6521,Thấp,Tổng hợp tài liệu tham khảo cá nhân hóa,Tăng cường vai trò trong nhóm học và cập nhật tiến độ mỗi tuần
3826,0.5738,Trung bình,Quan sát cho thấy Tự học cá nhân nhưng ít thảo luận nhóm,Ghi chú Cornell và tổng hợp cuối tuần và cập nhật tiến độ mỗi tuần
3827,0.1334,Cao,"Trong học kỳ này, Không đặt mục tiêu tuần/tháng cho từng CLO",Sử dụng flashcards cho khái niệm trọng tâm
3828,0.8268,Thấp,Quan sát cho thấy Ghi chú có cấu trúc theo chương và CLO,Làm mini-project áp dụng kiến thức
3829,0.2665,Cao,"Trong học kỳ này, Không luyện tập bài tập mẫu và đề cũ",Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
3830,0.6372,Thấp,Giảm xao nhãng bằng kỹ thuật chặn mạng xã hội. Ảnh hưởng tới hiệu quả tự học,Chia sẻ phương pháp học với bạn cùng lớp và cập nhật tiến độ mỗi tuần
3831,0.625,Thấp,Tham gia nhóm học tập nhỏ 3–4 người,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
3832,0.5886,Trung bình,Có tự học nhưng thời lượng không đều giữa các tuần,Tăng tần suất quiz ngắn để tự đánh giá
3833,0.5432,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
3834,0.4457,Trung bình,Quan sát cho thấy Ít liên hệ giảng viên/cố vấn để nhận phản hồi,Xin phản hồi nhanh từ giảng viên qua LMS và cập nhật tiến độ mỗi tuần
3835,0.6672,Thấp,Quan sát cho thấy Tạo flashcards và ôn theo chu kỳ,Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
3836,0.6213,Thấp,Giảm xao nhãng bằng kỹ thuật chặn mạng xã hội. Ảnh hưởng tới hiệu quả tự học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
3837,0.7277,Thấp,"Trong học kỳ này, Thực hành bài mẫu sau mỗi chủ đề",Tối ưu thời gian bằng batch processing nhiệm vụ
3838,0.4151,Trung bình,Kế hoạch học có nhưng ít theo dõi tiến độ. Ảnh hưởng tới hiệu quả tự học,Ghi chú Cornell và tổng hợp cuối tuần
3839,0.1132,Cao,Quan sát cho thấy Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp,Liên hệ giảng viên để gỡ điểm nghẽn nội dung
3840,0.8478,Thấp,"Trong học kỳ này, Thực hành bài mẫu sau mỗi chủ đề. Ảnh hưởng tới hiệu quả tự học",Rèn luyện kỹ năng trình bày kiến thức đã học và cập nhật tiến độ mỗi tuần
3841,0.6348,Thấp,"Theo ghi nhận, Tự làm quiz để theo dõi tiến bộ. Cần điều chỉnh thói quen học",Đặt mục tiêu điểm/đề hoàn thành theo tuần
3842,0.3772,Trung bình,Ít liên hệ giảng viên/cố vấn để nhận phản hồi,Phân bổ lại thời lượng giữa các môn theo trọng số và cập nhật tiến độ mỗi tuần
3843,0.5348,Trung bình,Chưa lập bảng mục tiêu theo CLO/PLO,"Do đó, ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi"
3844,0.4783,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm. Ảnh hưởng tới hiệu quả tự học,Thiết lập mục tiêu SMART cho từng tuần và cập nhật tiến độ mỗi tuần
3845,0.5378,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm. Ảnh hưởng tới hiệu quả tự học,Thiết lập mục tiêu SMART cho từng tuần
3846,0.2065,Cao,Quan sát cho thấy Thiếu động lực do chưa thấy liên hệ thực tiễn,Hệ quả là thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
3847,0.7692,Thấp,Ghi chú có cấu trúc theo chương và CLO. Ảnh hưởng tới hiệu quả tự học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
